Sample,CT22,CT23,CT24,CT48,CT5,CTH26,CTH28,CTH46,CTH47,CTH49
Label,Control,Control,Control,Control,Control,H1N1,H1N1,H1N1,H1N1,H1N1
623.5014911_127.022,1122338.3,8951764.22,89471.34,34861597.57,11769468.72,796378.641,13434797.31,2273768.48,1865429.66,28298488.11
624.2938758_265.2465,71966.4627,71959.5585,532946.9658,1517987.332,1153286.164,9995.671,1741284.643,1622261.764,128961.571,239217.413
624.5048583_126.938,4632234.643,7765793.563,3371398.38,139327.75,4911846.796,3691322.216,7342245.737,1133818.7,568778.6578,12916171.34
625.5179517_134.414,6159133.44,4774414.91,2457192.38,9926395.833,5635539.953,2627219.42,6722457.122,6952455.243,1141652.319,125939.81
626.0786629_171.002,985629.731,2234763.38,376542.51,2272951.42,21314765.24,48496847.35,6961575.776,677731.479,2185277.2,1395411.34
626.52072_128.064,275885.114,369245.476,828423.4669,489343.765,2566266.871,199518.39,1974476.796,395563.211,17396.7933,474123.443
626.6907075_231.6935,11138.84554,21642.919,19551442.81,645556.7395,643283.1281,1513344.186,5798.268327,12147.72537,773916.2748,388425.36
627.062805_123.385,1243647.915,773662.133,82959.6986,686556.327,5793.423,72473.641,3565875.145,11112412.59,2567741.84,769158.174
627.0813233_171.003,28929.156,2563798.827,4867965.81,289832.486,3291361.55,627947.559,824881.668,837274.1344,274443.268,1727323.912
627.5329756_136.889,86478.153,1563576.6,4174494.283,1598463.4,12841414.3,5332571.559,165435.65,1465641.87,5178843.565,18561828.86
627.5329833_36.8996,158237.333,21826.5151,23846.5581,154511.739,25847.446,21984.5898,6928.8169,1713137.123,124357.6779,323368.47
628.0659235_123.326,79446.67281,1181559.161,,116412.485,91268.8879,152354.818,571967.7928,2358572.827,524459.846,1122187.38
628.0736843_171.121,38112.125,42691.598,7475368.312,4621615.342,523451.741,9971898.627,1297996.441,1373841.875,436198.29,278697.792
628.5363091_136.995,3926948.251,5542962.342,1885783.237,63341.425,5784173.385,2473633.15,7141167.136,4517116.986,22588.115,844569.614
629.0596228_123.3685,24283.1355,1969193.687,36746.4762,143717.138,1396896.31,163718.638,1164917.83,3468623.546,7159622.192,23628.31
629.5391162_136.811,65247.7283,1458.776,24143.653,129261.38,1124688.571,424134.4524,146461.945,869975.893,21978.2691,1543218.588
634.5386194_36.3633,86862.1763,128274.48,1485721.317,52489.163,19595.796,1385966.383,98545.9384,38521.94,1537868.895,443843.281
634.8740313_221.766,25796.49319,12814.5255,2316223.58,53897.9248,161325.56,766223.186,2665.63321,855413.1778,1585179.328,6999.7939
636.5545217_37.29135,461114.7984,146299.154,1733134.618,3361256.79,154135.75,178541.224,52412.473,2118457.51,1127791.543,32829.268
637.0694738_170.689,15687.9252,2492151.785,,28487.337,339644.569,1577933.259,56313.4765,583664.471,263884.1,131417.254
637.5705681_170.782,27726.95919,774199.921,1566.92549,847851.2216,19817.84,448312.2394,14672.112,8873.42883,9513.7667,37877.2662
638.067812_170.783,24456.23646,11955.293,19432.15649,1229179.665,1517938.17,619347.34,2239.1226,25829.7322,115977.145,62836.4746
638.3451981_132.537,836726.935,15546243.52,,118756.62,8172715.941,,1945273.59,897255.6685,529686.452,6883385.428
641.5110917_36.1106,187381,421857.716,569829.314,217215.971,744237.3159,538219.875,3245.8511,173971.595,4686.3367,235151.55
643.2832912_154.6225,1646.78536,77895.64236,171841.545,318355.258,18896.674,914141.7766,8635.46637,38486.159,169894.253,33575.46835
644.2867311_154.5335,,8915.46192,435275.1776,37446.27466,1162564.8,197349.419,,1161332.473,48654.9714,23644.74437
647.4567877_36.3224,2533423.554,1319663.388,3859167.84,6387884.54,61153.252,3134697.14,2221417.325,8964527.779,69759.795,8641434.25
648.0605035_171.121,235253.5513,1313777.21,43687.3937,19632954.94,194837.63,469534.368,37683.237,8776938.859,268345.77,785358.979
648.4602153_36.2843,955925.6867,63285.4921,165773.235,3399975.96,313435.94,1327315.819,113655.476,3994242.295,29864.387,3896537.839
648.5615456_170.7045,,1295227.398,,1843176.57,1768534.22,,178196.6761,56435.7221,249714.857,77766.388
649.0603765_170.813,2875.954,285967.14,,4248154.953,4286233.132,591922.3118,693189.3259,162832.956,495556.61,293949.52
650.0556511_170.7975,,2833317.42,,4262529.74,4452785.949,76362.278,741955.3726,1963374.988,4541733.824,2199273.814
650.4369341_244.234,54976.6258,52537.9927,398228.1852,38331.6649,24474.2698,346572.686,32213.493,489421.1617,259375.9731,442729.1995
650.847949_222.005,1296.9837,37431.9386,3239.744,32479.26,541972.3317,2944657.831,41718.41644,1334248.99,2548953.93,161597.2953
653.0381264_171.002,193536.891,1151866.696,338827.1584,168483.783,1545731.851,1399123.936,538166.5512,425316.4876,1379622.114,972869.1664
654.0366616_170.8065,726716.1593,56141.2722,,79341.2747,731347.635,572811.123,2443.9479,137795.535,592279.668,554.2229
658.5384639_35.80295,72274.172,38774.931,918396.316,4971548.3,192972.991,1478557.326,8614.2379,43444.393,119661.87,522594.526
659.0515446_170.977,,79371.5925,,1398774.886,15247.28,,187696.9681,684884.5794,19186.37,639137.65
659.2765531_269.626,348421.9917,786419.4975,76356.4239,193564.35,114772.978,123863.381,149743.147,355377.6516,381339.9561,291953.775
659.5417776_35.51535,163164.3444,245541.8656,346675.6163,264568.273,64869.1148,55621.6632,246583.7522,1588592.256,385998.2396,222792.742
662.5699704_38.3248,34169.242,198162.116,42424.283,11326996.36,3855438.73,421347.691,4335888.311,7542319.262,166614.116,15848433.77
663.451632_34.5977,5561495.618,4881832.711,56953.896,239139.66,14262164.68,6491276.65,3263918.259,9716477.152,2526346.9,134825.72
664.4550092_34.4385,386983.556,182766.921,199179.627,9787195.766,6281372.372,2855663.94,226717.24,4754318.485,11573561.75,5881279.97
665.4581212_34.4357,612694.728,5699.2497,528461.898,2818663.846,22736.298,65611.452,515419.6734,1933579.414,26433.566,29552.789
666.8219022_221.795,13741.9111,418667.5655,2513336.82,4637.884,569674.34,1177566.4,7871.37994,158667.928,181122.278,328261.331
667.5253407_37.03185,863235.7223,411636.5948,1244957.533,619849.973,2899.367,131532.786,11366.927,424695.77,73593.3687,5262626.739
670.0423619_171.613,,1827431.476,554859.36,3682275.543,332769.353,1157.11555,499448.9675,2463112.53,492352.627,1967888.651
670.7218179_342.675,2428.54663,243883.968,6871245.728,48456.66,276343.689,1594495.836,12895.86591,336385.739,256466.4171,2284.516
671.2233724_342.679,9755.28983,178967.94,3289479.516,2287322.471,167689.226,81684.5557,,139763.9211,126843.2666,47841.5696
673.3385213_231.1045,12553.335,31413.935,234739.7933,4487.9673,55562.61,337135.479,8439.84145,3126.21,936747.5624,523685.1786
674.5098581_167.027,1718235.168,1916.444,199443.126,1771455.545,91919.553,51132.9254,7833.332,926842.7464,311172.7986,1174617.14
675.5412112_252.198,245511.1848,296852.3431,17357.667,221154.565,195816.7264,22288.7856,571243.287,413181.66,31348.955,487676.8228
678.5047011_230.68,2197687.893,315591.686,757445.282,379473.723,27318.692,1173738.58,2282.887,168387.893,39592.5829,2576295.185
679.5082264_230.589,125138.448,144974.895,217112.9931,177758.847,13928.263,3222.2862,794929.6746,626929.8858,111238.172,915171.4948
679.9977078_171.733,842478.8783,988633.5381,89412.77575,1488287.546,1666316.595,35168.1618,754818.57,967388.439,1536974.457,1361751.534
680.4781154_34.4659,1475765.539,631472.3113,1448791.498,45559.763,3398699.91,1345245.892,14271.31,2975198.474,6283719.284,3368647.529
681.4814069_34.7794,621818.4346,419599.261,63583.5892,33958.558,236692.263,593318.7876,478772.8414,225621.766,278575.622,26825.9
682.5383117_34.8052,66957.56416,9871.6826,24687.8253,12472.146,32861.6545,219799.5117,86199.97565,82952.6197,74946.1322,111479.735
684.5541017_35.496,12628.1315,182348.1731,397824.36,2279383.27,6597.537,57421.2983,321265.3168,211357.585,75629.2468,237588.134
685.4334044_34.21835,35759.6972,293594.7274,363992.2399,2386339.857,2164992.38,45412.7444,124829.4641,1691771.817,2545392.738,1433993.894
687.2448044_208.161,81117.462,44726.1982,777737.9113,179758.9157,34641.751,1452327.864,111194.5187,99442.323,1967848.532,61127.8263
688.4890031_168.451,565813.1882,618351.392,,134552.262,421394.2174,16625.5999,515461.6324,523629.1991,74244.1133,775546.3811
689.5569869_251.016,92759.3143,71331.4171,45754.9541,79611.413,494839.8636,62124.7587,125556.223,8823.6695,994676.613,1314435.51
690.5048543_169.036,3833795.857,2682664.329,2339256.922,4965294.92,233211.656,162349.78,2416251.48,2889459.738,982946.249,37612.749
691.5081897_168.792,1466914.48,1263367.898,82179.5439,2391.885,19116.589,538592.433,91842.332,1164697.135,388828.3385,1492695.57
692.5203553_229.3615,899149.4922,93951.2596,19187.5664,1268333.55,7742.1977,8528.2485,8771.866,774984.7344,8889.54314,131167.624
694.6777922_231.452,6565.25566,1424.717,355851.217,37731.6272,438213.1943,152873.56,,67665.3638,69437.23,3369.4125
695.1311045_279.868,167642.3381,95945.418,61578.62,867436.433,1754698.756,686192.416,531.89934,656996.3884,28299.786,65452.38143
696.4940448_165.1135,361357.7364,431638.8645,,965314.6313,391153.82,15642.4424,46189.4814,395684.762,127919.9265,543774.58
699.5765651_170.763,18852.4995,1823492.942,2156.64297,21296.62,3211592.225,1569647.41,523533.195,4581.1241,2437699.729,1179946.389
700.0776418_170.735,49237.14722,8836.17,,874969.5651,155924.777,5135.232,112638.166,112553.924,8769.174,498529.74
700.5253895_166.628,45133.143,37828.73,3437377.556,572957.993,2829744.33,213877.212,411728.345,466543.392,1924377.173,5726.223
700.574988_170.783,68374.28254,1174627.713,1645.67472,1444536.381,1787741.44,898712.2715,25715.37,17439.5317,1221339.78,68832.131
701.528724_166.7085,1874163.94,1576474.423,135652.568,238761.229,1179614.252,833377.783,164384.947,172112.94,788222.7956,2966379.66
701.5569443_250.38,6417561.657,5319393.187,677855.71,11221466.29,6213124.971,136783.57,2127197.99,19487852.84,117634.86,2689574.14
702.5049731_227.13,441623.6445,452627.989,269582.2735,95965.9828,4567.8369,611163.1241,765793.5679,584216.2797,22841.91894,86215.2392
702.5414664_166.4045,56932.24,4442726.729,5148191.55,6699473.326,45159.132,2991436.118,4294241.462,4789849.92,2446244.296,622291.31
702.5603563_250.366,271947.426,277987.11,39252.557,563833.942,35426.684,3213647.985,8479961.35,9553336.454,4717644.314,1156298.28
703.5446003_166.358,4133969.878,231721.453,296234.598,317728.36,1722557.176,1193625.215,17322.423,26682.953,1132659.74,2134954.324
703.572879_249.9655,2987871.22,29258476.72,15143928.72,25956947.19,17849498.44,26431249.45,3493696.48,2938169.15,35472674.59,39931258.72
704.5202938_227.236,17357593.31,2646428.98,114676.14,37661487.23,184371.52,22873229.83,263235.88,1841239.41,448249.369,395631.79
704.5760799_249.895,9888657.837,812924.31,375799.86,9197776.149,782435.791,11432867.45,188743.35,1282429.71,1537289.91,1748568.5
705.1827396_239.077,637.25555,214714.96,1391399.695,27323.4586,11811.3897,271918.14,98332.75244,1611314.123,665214.9495,716685.871
705.5237189_227.258,7132453.396,866517.648,573237.361,1575551.73,7733898.837,11122643.51,85842.792,9174.719,15893.316,1646339.94
705.5782762_249.895,31346.382,257345.934,1497631.56,211847.379,1768359.821,2233436.469,36844.574,2453912.27,31529.296,346435.819
705.5886696_246.3175,136494.46,85754.171,6314.8274,573795.645,49143.779,12522.267,1615585.867,1181263.963,69782.746,1279528.818
706.5360465_228.074,75791439.74,869248.74,32876797.34,1762596,76628759.21,661847.25,35662826.5,48354219.63,2816228.34,87981194.21
706.5914643_246.8635,68155.3784,413462.765,165163.242,194233.1772,15483.3757,58456.1696,744874.9435,54758.5391,226536.4295,618218.875
707.5393733_228.061,3135589.4,29836275.29,177837.69,44971367.41,32299982.4,23918888.24,23742649.63,1979148.46,7371478.662,369364.69
708.5093187_34.3276,141864.938,621169.717,78453.122,544432.884,3236458.828,19434.329,977575.3974,5952156.123,4311533.33,2881843.249
708.5424078_228.036,732683.13,8569161.366,398223.471,165494.78,745828.523,413238.435,446641.411,4594877.73,232583.127,8742937.96
709.5125768_33.91395,493898.555,312254.753,4269.866,24479.177,13956.97,43616.1368,526497.2183,344756.733,19145.523,1193371.551
709.5451611_228.096,114344.595,142133.725,54446.439,1676483.249,12455.882,14741.585,87176.8912,899743.5968,21989.3783,143278.241
709.7892052_412.55,1284.82963,283381.3627,795387.846,22594.5373,19348.3759,813942.74,9113.29141,241772.921,6627322.943,18623.96329
709.9324085_412.6475,17297.14563,325416.538,1725622.95,341712.998,71595.5254,181631.37,18876.84692,319211.86,8646734.236,33256.54225
710.0756042_412.904,24752.29647,31782.6987,17394311.7,3211.945,528.228,794926.736,15668.69233,3363752.984,8646159.222,22975.82766
710.2187903_412.834,13252.92892,19244.3359,1792637.3,172917.1144,4578.94877,76865.762,7335.157597,2268631.428,6336487.893,18721.44488
710.5675788_170.781,,33675.69,,3454851.95,4325686.615,,65283.7472,1193272.91,4995983.196,21241.141
711.0684944_170.654,,18727.845,,1614655.317,163857.95,,182584.664,463889.4184,184414.591,685284.333
711.5659961_170.757,15968.3886,1664526.38,,2475972.967,2331297.183,,219846.1763,6399.3811,2791615.77,15778.415
714.5046732_168.013,159947.159,242976.46,141798.969,334756.875,1214489.71,116477.567,2286778.535,2267486.844,64748.1369,3316923.774
715.5079384_167.866,586452.5269,97851.6884,533298.812,13253.95,567457.359,4641.5884,88587.8396,98174.1953,842353.448,1328256.36
715.5451404_170.792,1755385.45,11529.64,236611.2538,133484.55,144536.513,121955.267,125254.37,948353.18,1175822.495,836436.25
716.4605382_230.913,46115.696,842856.159,11234.93,1787486.35,997297.976,672623.966,41313.5928,445549.4831,194578.3179,899299.636
716.5203384_168.335,14889361.66,88916.193,14285.67,16758999.57,11777886.68,178491.93,12163237.43,1848458.97,764349.75,19244948.76
716.556634_222.159,4725284.756,5747.37,4135988.785,8784183.942,3685975.175,4459448.164,427438.322,475962.64,729869.529,82857.15
717.463912_230.901,12328.3568,27739.6397,314751.273,613116.5899,276387.874,982.81338,17318.3937,128642.9276,27697.832,27269.5653
717.5236209_168.288,6385912.963,6396729.661,4271178.397,8988532.17,5173735.666,4525432.62,685364.1,7738437.122,3261934.448,1414158.59
717.5599234_222.0295,1885562.521,2133128.262,163164.957,3342653.696,131921.275,168549.66,285618.522,1518244.511,2534.8376,39715.197
718.5360531_226.061,684792.326,7231939.299,534618.95,136542.25,6322841.964,1544876.5,9613661.544,9173268.383,165268.461,1965993.22
718.5369459_168.0895,8671195.889,594624.358,415366.324,71914.331,528744.143,458199.186,6736267.454,869517.482,4847857.294,8673515.547
718.5722564_225.824,117215.53,124434.9,659183.24,13175655.62,751497.65,784657.298,14237.7,1155167.44,418722.787,23544.54
718.8350359_222.069,14427.4189,14445.61,217792.31,154368.1871,271633.197,2469597.65,232.69194,941369.7755,1776493.763,5778.3485
719.5395924_226.1245,288955.462,3171.385,222878.86,5896332.62,2774547.817,485922.471,412526.237,452936.842,511299.3337,828326.755
719.5398119_167.857,3675731.45,2728379.177,153692.917,2882174.543,21463.976,157618.8,298237.894,356265.46,192554.47,3817197.54
719.5754021_225.6125,53242.983,5339931.29,27797.816,5665579.336,3138163.224,3246599.476,5448571.196,4386733.541,1426583.117,8853669.11
720.4938405_164.3925,97575.676,689981.1127,549582.335,1854488.354,62637.796,578779.9985,1127398.392,89973.8491,317248.6796,1393437.385
720.5426231_167.801,754484.865,4869.4725,267572.128,5544.669,44195.9559,374555.314,55511.6655,675984.7,397152.8957,751318.944
720.5519659_227.089,11327779,948765.531,513714.425,11575353.17,7517514.64,13276788.87,129479.92,1842959.74,4236585.739,15639412.88
720.5886193_227.8905,18571.234,175298.87,3172734.9,69745.7178,616299.7895,296643.57,145843.642,7471393.416,177494.745,6691737.143
721.4991447_129.759,4858194.568,4926178.73,176632.288,817931.39,532364.548,138312.959,2459745.615,339666.681,264838.4332,531793.823
721.555209_227.118,425518.274,4212977.53,224546.52,53719.987,3376.98,56668.34,3574465.138,4716721.42,182697.251,68415.766
722.5096296_164.3965,83495.552,751621.42,147849.31,16415146.89,521989.193,5282216.414,8981236.898,7113726.253,35411.455,1185898.81
722.5024556_129.6585,174667.222,224491.262,2964.3892,36773.216,2422613.767,54243.6373,735568.2154,1229418.459,47838.9787,239683.361
722.5576983_227.2325,125713.213,816234.3753,269277.5612,867676.4874,599171.6153,13176.281,9882.9557,962751.5938,233236.73,1438568.367
723.5129734_164.402,323146.546,3994286.82,4719619.739,7266372.885,3627528.46,2277997.446,467164.7,3287118.431,1346194.278,512532.876
723.5387798_250.312,7864.92974,134528.485,33332.87765,349751.649,14724.4395,343714.4364,844753.371,888343.1772,323911.396,119549.66
724.5252703_164.315,3872198.54,492231.5,7332546.65,111878712.6,328965.25,45645889.79,8651581.55,79281249.12,3148496.19,125198595.6
725.4259206_273.147,1376.3292,54328.4351,23589.439,27832.138,217469.761,71212.3664,22931.5338,53118.2315,571185.8869,1548369.96
725.5286905_164.2745,22851218.45,22251362.23,33159921.38,4177737.85,1323297.61,2467351.93,3991864.65,29184688.29,1796938.92,33817298.72
725.5545055_249.672,114425.672,928972.6672,26536.834,944341.359,79699.6639,81645.275,1555749.73,1133922.552,1533615.67,157447.583
726.5022793_226.9285,2186641.64,313468.54,5242683.851,518763.874,2752458.232,972932.77,389982.764,453923.81,19572.494,5217271.967
726.5311608_163.34,5284145.525,5195675.59,4989427.83,743819.22,3658118.726,3262185.31,6163596.512,5337643.383,2892444.92,8327727.16
726.5415289_166.255,5119668.674,3533266.443,5929149.832,7272393.614,34316.913,329922.617,443143.841,56826.689,1812736.113,7813955.88
727.5056304_227.1915,774664.576,1115141.121,27767.477,184635.37,943113.3884,3587495.73,1355111.762,168233.23,327837.1136,1766346.55
